June 2018 Tejon Seedling Counts,,,,1 = All Excluded    2 = Cows Excluded   3 = Control,,,,,,,,,,,,,,
"Carina Motta, Devyn Orr",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Location,Year,Month,Site,Block,Plot,Transect,# seedlings,# after 1st yr,# old seedlings,dead,clump,alive dess,dead dess,herb above,herb below,notes ,,Total_Alive and dead
,,,Mesic,2,1,1,,1,,,,,,,,,,
,,,Mesic,2,1,1,,1,,,,,,,,,,
,,,Mesic,2,1,1,1,,,,,,,,,,,
,,,Mesic,2,1,2,1,2,,,,,,,,,,
,,,Mesic,2,1,2,,2,,,,,,,,,,
,,,Mesic,2,1,2,,2,,,,,,,,,,
,,,Mesic,2,1,2,1,,,,,,,,,,,
,,,Mesic,2,1,2,,1,,,,,,,,,,
,,,Mesic,2,1,2,2,,,,1,,,,,,,
,,,Mesic,2,1,2,,1,,,,,,,,,,
,,,Mesic,2,1,2,,1,,,,,,,,,,
,,,Mesic,2,1,2,1,,,,,,,,,,,
,,,Mesic,2,1,2,,1,,,,,,,,,,
,,,Mesic,2,1,2,,4,,,,,,,,,,
,,,Mesic,2,1,2,,1,,,,,,,,,,
,,,Mesic,2,1,2,,3,,,,,,,,,,
,,,Mesic,2,1,2,1,,,,,,,,,,,
,,,Mesic,2,1,2,,2,,,,,,,,,,
,,,Mesic,2,1,2,,1,,,,,,,,,,
,,,Mesic,2,1,2,1,,,,,,,,,,,
,,,Mesic,2,1,2,,4,,,,,,,,,,
,,,Mesic,2,1,2,1,,,,,,,,,,,
,,,Mesic,2,1,2,,1,,,,,,,,,,
,,,Mesic,2,1,2,3,,,,1,,,,,,,
,,,Mesic,2,1,2,,2,,,,,,,,,,
,,,Mesic,2,1,2,2,,,,,,,,,,,
,,,Mesic,2,1,2,1,,,,,,,,,,,
,,,Mesic,2,1,2,,1,,,,,,,,,,
,,,Mesic,2,1,2,1,,,,,,,,,,,
,,,Mesic,2,1,2,3,,,,,,,,,,,
,,,Mesic,2,1,2,,1,,,,,,,,,,
,,,Mesic,2,1,2,,10,,,,,,,,,,
,,,Mesic,2,1,2,2,,,,,,,,,,,
,,,Mesic,2,1,2,,1,,,,,,,,,,
,,,Mesic,2,1,2,1,,,,,,,,,,,
,,,Mesic,2,1,2,,3,,,,,,,,,,
,,,Mesic,2,1,2,,2,,,,,,,,,,
,,,Mesic,2,1,2,,1,,,,,,,,,,
,,,Mesic,2,1,2,1,,,,,,,,,,,
,,,Mesic,2,1,2,,2,,,,,,,,,,
,,,Mesic,2,1,2,,5,,,,,,,,,,
,,,Mesic,2,1,2,,1,,,,,,,,,,
,,,Mesic,2,1,2,,1,,,,,,,,,,
,,,Mesic,2,1,2,,3,,,,,,,,,,
,,,Mesic,2,1,2,,3,,,,,,,,,,
,,,Mesic,2,1,3,1,,,,,,,,,,,
,,,Mesic,2,1,3,1,,,,,,,,,,,
,,,Mesic,2,1,3,3,,,,1,,,,,,,
,,,Mesic,2,1,3,2,,,,,,,,,,,
,,,Mesic,2,1,3,1,,,,,,,,,,,
,,,Mesic,2,1,3,2,,,,1,,,,,,,
,,,Mesic,2,1,3,2,,,,,,,,,,,
,,,Mesic,2,1,3,3,,,,,,,,,,,
,,,Mesic,2,1,3,,1,,,,,,,,,,
,,,Mesic,2,1,3,3,,,,,,,,,,,
,,,Mesic,2,1,3,,2,,,,,,,,,,
,,,Mesic,2,1,3,1,,,,,,,,,,,
,,,Mesic,2,1,3,,1,,,,,,,,,,
,,,Mesic,2,1,3,,1,,,,,,,,,,
,,,Mesic,2,1,3,,2,,,,,,,,,,
,,,Mesic,2,1,3,,6,,,,,,,,,,
,,,Mesic,2,1,3,1,,,,,,,,,,,
,,,Mesic,2,1,3,,1,,,,,,,,,,
,,,Mesic,2,1,3,,1,,,,,,,,,,
,,,Mesic,2,1,3,,2,,,,,,,,,,
,,,Mesic,2,1,3,,6,,,,,,,,,,
,,,Mesic,2,1,3,1,,,,,,,,,,,
,,,Mesic,2,1,3,,1,,,,,,,,,,
,,,Mesic,2,1,3,,3,,,,,,,,,,
,,,Mesic,2,1,3,,1,,,,,,,,,,
,,,Mesic,2,1,3,1,,,,,,,,,,,
,,,Mesic,2,1,3,,2,,,,,,,,,,
,,,Mesic,2,1,3,,2,,,,,,,,,,
,,,Mesic,2,1,3,2,,,,,,,,,,,
,,,Mesic,2,1,3,,1,,,,,,,,,,
,,,Mesic,2,1,3,,2,,,,,,,,,,
,,,Mesic,2,1,3,,7,,,,,,,,,,
,,,Mesic,2,1,3,,3,,,,,,,,,,
,,,Mesic,2,1,3,2,,,,,,,,,,,
,,,Mesic,2,1,3,,3,,,,,,,,,,
,,,Mesic,2,1,3,,7,,,,,,,,,,
,,,Mesic,2,1,3,3,,,,,,,,,,,
,,,Mesic,2,1,3,,2,,,,,,,,,,
,,,Mesic,2,1,3,,3,,,,,,,,,,
,,,Mesic,2,1,3,,1,,,,,,,,,,
,,,Mesic,2,1,3,1,,,,,,,,,,,
,,,Mesic,2,1,3,,2,,,,,,,,,,
,,,Mesic,2,2,1,1,,,,,,,,,,,
,,,Mesic,2,2,1,,1,,,,,,,,,,
,,,Mesic,2,2,1,,2,,,,,,,,,,
,,,Mesic,2,2,1,,3,,,,,,,,,,
,,,Mesic,2,2,1,,6,,,,,,,,,,
,,,Mesic,2,2,1,,1,,,,,,,,,,
,,,Mesic,2,2,1,1,,,,,,,,,,,
,,,Mesic,2,2,1,,3,,,,,,,,,,
,,,Mesic,2,2,2,,2,3,,,,,,,,,
,,,Mesic,2,2,2,,,2,,,,,,,,,
,,,Mesic,2,2,2,,,1,,,,,,,,,
,,,Mesic,2,2,2,1,,2,,,,,,,,,
,,,Mesic,2,2,2,,2,,,1,,,,,,,
,,,Mesic,2,2,2,1,,,,,,,,,,,
,,,Mesic,2,2,2,,,1,,,,,,,,,
,,,Mesic,2,2,2,,1,,,,,,,,,,
,,,Mesic,2,2,2,,2,,,,,,,,,,
,,,Mesic,2,2,2,2,,,,,,,,,,,
,,,Mesic,2,2,2,1,,,,,,,,,,,
,,,Mesic,2,2,2,,1,,,,,,,,,,
,,,Mesic,2,2,2,,2,,,,,,,,,,
,,,Mesic,2,2,2,,,3,,,,,,,,,
,,,Mesic,2,2,3,1,1,3,,,,,,,,,
,,,Mesic,2,2,3,,1,,,,,,,,,,
,,,Mesic,2,2,3,,1,,,,,,,,,,
,,,Mesic,2,2,3,,3,,,,,,,,,,
,,,Mesic,2,2,3,,,1,,,,,,,,,
,,,Mesic,2,2,3,1,,,,,,,,,,,
,,,Mesic,2,2,3,,1,3,,,,,,,,,
,,,Mesic,2,2,3,,2,,,,,,,,,,
,,,Mesic,2,2,3,,1,,,,,,,,,,
,,,Mesic,2,2,3,,3,,,,,,,,,,
,,,Mesic,2,2,3,,,1,,,,,,,,,
,,,Mesic,2,2,3,,2,,,,,,,,,,
,,,Mesic,2,2,3,,,1,,,,,,,,,
,,,Mesic,2,2,3,2,,,,,,,,,,,
,,,Mesic,2,2,3,,1,,,,,,,,,,
,,,Mesic,2,2,3,,1,,,,,,,,,,
,,,Mesic,2,2,3,,,1,,,,,,,,,
,,,Mesic,2,2,3,,1,,,,,,,,,,
,,,Mesic,2,2,3,,1,,,,,,,,,,
,,,Mesic,2,2,3,,1,,,,,,,,,,
,,,Mesic,2,2,3,1,,,,,,,,,,,
,,,Mesic,2,2,3,,1,,,,,,,,,,
,,,Mesic,2,2,3,,1,,,,,,,,,,
,,,Mesic,2,2,3,,1,,,,,,,,,,
,,,Mesic,2,2,3,,,1,,,,,,,,,
,,,Mesic,2,2,3,,,1,,,,,,,,,
,,,Mesic,2,2,3,,1,,,,,,,,,,
,,,Mesic,2,2,3,2,1,,,,,,,,,,
,,,Mesic,2,3,1,,2,,,,,,,,,,
,,,Mesic,2,3,1,,1,,,,,,,,,,
,,,Mesic,2,3,1,,1,,,,,,,,,,
,,,Mesic,2,3,1,,,1,,,,,,,,,
,,,Mesic,2,3,1,,,1,,,,,,,,,
,,,Mesic,2,3,1,,1,,,,,,,,,,
,,,Mesic,2,3,1,,2,,,,,,,,,,
,,,Mesic,2,3,2,1,,,,,,,,,,,
,,,Mesic,2,3,2,,1,,,,,,,,,,
,,,Mesic,2,3,2,,1,,,,,,,,,,
,,,Mesic,2,3,2,1,,,,,,,,,,,
,,,Mesic,2,3,2,1,,,,,,,,,,,
,,,Mesic,2,3,2,,2,,,1,,,2,,,,
,,,Mesic,2,3,2,1,,,,,,,,,,,
,,,Mesic,2,3,2,2,,,,,,,,,,,
,,,Mesic,2,3,2,,2,,,,,,,,,,
,,,Mesic,2,3,2,,1,,,,,,,,,,
,,,Mesic,2,3,2,,3,,,,,,,,,,
,,,Mesic,2,3,2,,,1,,,,,,,,,
,,,Mesic,2,3,2,1,,,,,,,,,,,
,,,Mesic,2,3,2,,2,,,,,,2,,,,
,,,Mesic,2,3,2,,1,,,,,,,,,,
,,,Mesic,2,3,2,2,,,,,,,2,,,,
,,,Mesic,2,3,2,,1,,,,,,,,,,
,,,Mesic,2,3,2,1,,,,,,,,,,,
,,,Mesic,2,3,2,,3,,,,,,,,,,
,,,Mesic,2,3,2,1,,,,,,,,,,,
,,,Mesic,2,3,2,3,,,,1,,,,,,,
,,,Mesic,2,3,2,1,,,,,,,,,,,
,,,Mesic,2,3,2,,1,,,,,,,,,,
,,,Mesic,2,3,2,1,,,,,,,,,,,
,,,Mesic,2,3,2,,1,,,,,,,,,,
,,,Mesic,2,3,2,,1,,,,,,,,,,
,,,Mesic,2,3,2,,1,,,,,,,,,,
,,,Mesic,2,3,2,1,,,,,,,,,,,
,,,Mesic,2,3,2,1,,,,,,,,,,,
,,,Mesic,2,3,2,2,,,,,,,,,,,
,,,Mesic,2,3,2,,2,,,,,,,,,,
,,,Mesic,2,3,2,1,,,,,,,,,,,
,,,Mesic,2,3,2,,1,,,,,,,,,,
,,,Mesic,2,3,2,,2,,,,,,,,,,
,,,Mesic,2,3,2,1,,,,,,,,,,,
,,,Mesic,2,3,2,,1,,,,,,,,,,
,,,Mesic,2,3,3,,,1,,,,,,,,,
,,,Mesic,2,3,3,,1,,,,,,1,,,,
,,,Mesic,2,3,3,,1,,,,,,,,,,
,,,Mesic,2,3,3,,1,,,,,,,,,,
,,,Mesic,2,3,3,,1,,,,,,,,,,
,,,Mesic,2,3,3,,,1,,,,,1,,,,
,,,Mesic,2,3,3,,1,,,,,,,,,,
,,,Mesic,2,3,3,,1,,,,,,,,,,
,,,Mesic,2,3,3,,,1,,,,,1,,,,
,,,Mesic,2,3,3,,1,,,,,,,,,,
,,,Mesic,2,3,3,1,,,,,,,,,,,
,,,Mesic,2,3,3,,2,,,,,,2,,,,
,,,Mesic,2,3,3,,2,,,,,,1,,,,
,,,Arid,1,1,1,2,,,2,1,,,,2,,,
,,,Arid,1,1,1,1,,,1,,,,,1,,,
,,,Arid,1,1,1,2,,,2,1,,,,2,,,
,,,Arid,1,1,1,1,,,1,,,,,1,,,
,,,Arid,1,1,1,3,,,3,1,,3,,,,,
,,,Arid,1,1,1,1,,,1,,,,,,,,
,,,Arid,1,1,1,1,,,1,,,1,,,,,
,,,Arid,1,1,1,3,,,3,1,,,,3,,,
,,,Arid,1,1,1,5,,,5,1,,,,5,,,
,,,Arid,1,1,1,2,,,2,1,,2,,,,,
,,,Arid,1,1,1,2,,,2,1,,,,2,,,
,,,Arid,1,1,1,1,,,1,,,1,,,,,
,,,Arid,1,1,1,1,,,1,,,,,1,,,
,,,Arid,1,1,1,5,,,5,,,5,,,,,
,,,Arid,1,1,1,2,,,2,1,,2,,,,,
,,,Arid,1,1,1,1,,,1,,,,,1,,,
,,,Arid,1,1,1,1,,,1,,,1,,,,,
,,,Arid,1,1,1,2,,,2,1,,2,,,,,
,,,Arid,1,1,1,2,,,2,1,,2,,,,,
,,,Arid,1,1,1,1,,,1,,,,,1,,,
,,,Arid,1,1,1,1,,,,,,,,,,,
,,,Arid,1,1,1,7,,,7,1,,3,,4,,,
,,,Arid,1,1,1,3,,,3,1,,1,,2,,,
,,,Arid,1,1,1,2,,,2,1,,2,,,,,
,,,Arid,1,1,1,2,,,2,1,,,,2,,,
,,,Arid,1,1,1,2,,,2,1,,2,,,,,
,,,Arid,1,1,1,1,,,,,,,,,,,
,,,Arid,1,1,1,1,,,1,,,,,1,,,
,,,Arid,1,1,1,3,,,3,1,,3,,,,,
,,,Arid,1,1,1,1,,,1,,,1,,,,,
,,,Arid,1,1,1,1,,,1,,,,,1,,,
,,,Arid,1,1,1,1,,,1,,,1,,,,,
,,,Arid,1,1,1,1,,,1,,,,,1,,,
,,,Arid,1,1,1,1,,,1,,,1,,,,,
,,,Arid,1,1,1,1,,,,,,,,,,,
,,,Arid,1,1,1,1,,,1,,,1,,,,,
,,,Arid,1,1,1,1,,,1,,,,,1,,,
,,,Arid,1,1,1,2,,,2,1,,2,,,,,
,,,Arid,1,1,1,2,,,2,1,,1,,1,,,
,,,Arid,1,1,1,1,,,1,,,,,1,,,
,,,Arid,1,1,1,1,,,1,,,,,1,,,
,,,Arid,1,1,1,1,,,1,,,1,,,,,
,,,Arid,1,1,1,1,,,1,,,1,,,,,
,,,Arid,1,1,1,4,,,4,1,,,,4,,,
,,,Arid,1,1,1,1,,,1,,,1,,,,,
,,,Arid,1,1,1,2,,,2,,,,,2,,,
,,,Arid,1,1,1,1,,,,,,,,,,,
,,,Arid,1,1,1,1,,,1,,,1,,,,,
,,,Arid,1,1,1,1,,,1,,,,,1,,,
,,,Arid,1,1,1,1,,,1,,,,,1,,,
,,,Arid,1,1,1,3,,,3,1,,2,,2,,,
,,,Arid,1,1,2,2,,,2,,,2,,,,,
,,,Arid,1,1,2,2,,,2,1,,2,,,,,
,,,Arid,1,1,2,3,,,3,1,,3,,,,,
,,,Arid,1,1,2,1,,,1,,,1,,,,,
,,,Arid,1,1,2,1,,,,,,,,,,,
,,,Arid,1,1,2,1,,,1,,,1,,,,,
,,,Arid,1,1,2,1,,,1,,,,,1,,,
,,,Arid,1,1,2,1,,,1,,,1,,,,,
,,,Arid,1,1,2,1,,,1,,,,,1,,,
,,,Arid,1,1,2,1,,,1,,,1,,,,,
,,,Arid,1,1,2,2,,,1,,,,,1,,,
,,,Arid,1,1,2,2,,,1,1,,,,1,,,
,,,Arid,1,1,2,2,,,2,1,,1,,,,,
,,,Arid,1,1,2,1,,,1,,,,,1,,,
,,,Arid,1,1,2,2,,,2,1,,,,2,,,
,,,Arid,1,1,2,2,,,2,1,,,,2,,,
,,,Arid,1,1,2,1,,,1,,,,,1,,,
,,,Arid,1,1,2,1,,,1,,,1,,,,,
,,,Arid,1,1,2,2,,,2,1,,2,,,,,
,,,Arid,1,1,2,1,,,,,1,,,,,,
,,,Arid,1,1,2,1,,,1,,,,,1,,,
,,,Arid,1,1,2,1,,,1,,,,,1,,,
,,,Arid,1,1,3,1,,,1,,,,,,,,
,,,Arid,1,1,3,1,,,1,,,,,1,,,
,,,Arid,1,1,3,2,,,2,1,,2,,,,,
,,,Arid,1,1,3,3,,,3,1,,3,,,,,
,,,Arid,1,1,3,1,,,,,1,,,,,,
,,,Arid,1,1,3,2,,,2,1,,2,,,,,
,,,Arid,1,1,3,1,,,1,,,1,,,,,
,,,Arid,1,1,3,2,,,2,1,,,,2,,,
,,,Arid,1,1,3,2,,,2,1,,2,,,,,
,,,Arid,1,1,3,2,,,2,2,,1,,1,,,
,,,Arid,1,1,3,1,,,1,,,1,,,,,
,,,Arid,1,1,3,3,,,3,1,,3,,,,,
,,,Arid,1,1,3,1,,,1,,,1,,,,,
,,,Arid,1,1,3,1,,,1,,,,,1,,,
,,,Arid,1,1,3,3,,,3,,,1,,2,,,
,,,Arid,1,1,3,4,,,4,1,,,,4,,,
,,,Arid,1,1,3,1,,,1,,,,,1,,,
,,,Arid,1,1,3,2,,,2,,,,,2,,,
,,,Arid,1,1,3,3,,,3,1,,3,,,,,
,,,Arid,1,1,3,4,,,4,1,,4,,,,,
,,,Arid,1,1,3,2,,,2,2,,,,2,,,
,,,Arid,1,1,3,1,,,1,,,1,,,,,
,,,Arid,1,1,3,2,,,2,,,,,2,,,
,,,Arid,1,1,3,2,,,2,1,,,,2,,,
,,,Arid,1,1,3,4,,,4,1,,4,,,,,
,,,Arid,1,2,1,1,,,1,,,,,1,,,
,,,Arid,1,2,1,3,,,3,1,,,,3,,,
,,,Arid,1,2,1,1,,,1,,,,,1,,,
,,,Arid,1,2,1,3,,,3,1,,,,3,,,
,,,Arid,1,2,1,2,,,2,1,,2,,,,,
,,,Arid,1,2,1,4,,,4,1,,,,4,,,
,,,Arid,1,2,1,3,,,3,1,,3,,,,,
,,,Arid,1,2,1,1,,,1,,,,,1,,,
,,,Arid,1,2,1,1,,,1,,,1,,,,,
,,,Arid,1,2,1,1,,,,,1,,,,,,
,,,Arid,1,2,1,1,,,,,,,1,,,,
,,,Arid,1,2,1,1,,,1,,,,,1,,,
,,,Arid,1,2,1,1,,,,,,,,,,,
,,,Arid,1,2,1,3,,,3,1,,,,3,,,
,,,Arid,1,2,1,5,,,5,1,,3,,2,,,
,,,Arid,1,2,1,1,,,,,,,,,,,
,,,Arid,1,2,1,1,,,,,1,,,,,,
,,,Arid,1,2,1,1,,,1,,,1,,,,,
,,,Arid,1,2,1,1,,,,,,,,,,,
,,,Arid,1,2,1,3,,,3,1,,3,,,,,
,,,Arid,1,2,1,1,,,1,,,,,1,,,
,,,Arid,1,2,1,3,,,3,1,,,,3,,,
,,,Arid,1,2,1,1,,,1,,,1,,,,,
,,,Arid,1,2,1,1,,,1,,,1,,,,,
,,,Arid,1,2,1,2,,,2,1,,2,,,,,
,,,Arid,1,2,1,1,,,1,,,1,,,,,
,,,Arid,1,2,1,1,,,1,,,,,1,,,
,,,Arid,1,2,1,1,,,,,1,,,,,,
,,,Arid,1,2,1,1,,,1,,,1,,,,,
,,,Arid,1,2,1,1,,,1,,,,,1,,,
,,,Arid,1,2,1,1,,,1,,,1,,,,,
,,,Arid,1,2,1,1,,,1,,,,,1,,,
,,,Arid,1,2,1,1,,,,,1,,,,,,
,,,Arid,1,2,1,1,,,1,,,1,,,,,
,,,Arid,1,2,1,1,,,1,,,,,1,,,
,,,Arid,1,2,1,1,,,1,,,1,,,,,
,,,Arid,1,2,1,1,,,1,,,,,1,,,
,,,Arid,1,2,1,1,,,1,,,,,1,,,
,,,Arid,1,2,1,1,,,1,,,,,1,,,
,,,Arid,1,2,1,3,,,3,1,,,,3,,,
,,,Arid,1,2,2,2,,,,1,2,,,,,,
,,,Arid,1,2,2,1,,,,,1,,,,,,
,,,Arid,1,2,2,1,,,,,,,,,,,
,,,Arid,1,2,2,2,,,1,1,,1,,,,,
,,,Arid,1,2,2,1,,,,,,,,,,,
,,,Arid,1,2,2,3,,,3,1,,1,,2,,,
,,,Arid,1,2,2,2,,,2,1,,,,2,,,
,,,Arid,1,2,2,1,,,,,,,,,,,
,,,Arid,1,2,2,2,,,2,1,,2,,,,,
,,,Arid,1,2,2,3,,,3,,,3,,,,,
,,,Arid,1,2,2,1,,,1,,,,,1,,,
,,,Arid,1,2,2,3,,,2,,,,,2,,,
,,,Arid,1,2,2,2,,,2,,,,,2,,,
,,,Arid,1,2,2,1,,,,,1,,,,,,
,,,Arid,1,2,2,2,,,2,,,,,2,,,
,,,Arid,1,2,2,2,,,2,1,,,,2,,,
,,,Arid,1,2,2,1,,,1,,,,,1,,,
,,,Arid,1,2,2,1,,,,,1,,,,,,
,,,Arid,1,2,2,1,,,1,,,,,1,,,
,,,Arid,1,2,2,1,,,,,,,,,,,
,,,Arid,1,2,2,1,,,1,,,,,1,,,
,,,Arid,1,2,2,1,,,,,1,,,,,,
,,,Arid,1,2,2,3,,,3,3,,,,,,,
,,,Arid,1,2,2,1,,,1,,,1,,,,,
,,,Arid,1,2,2,3,,,3,,,,,3,,,
,,,Arid,1,2,2,1,,,1,,,1,,,,,
,,,Arid,1,2,2,2,,,2,1,,,,2,,,
,,,Arid,1,2,2,1,,,,,,,,,,,
,,,Arid,1,2,2,1,,,,,,,,,,,
,,,Arid,1,2,2,3,,,3,1,,,,3,,,
,,,Arid,1,2,2,1,,,,,,,,,,,
,,,Arid,1,2,2,2,,,2,1,,2,,,,,
,,,Arid,1,2,3,1,,,1,,,,,1,,,
,,,Arid,1,2,3,1,,,1,,,1,,,,,
,,,Arid,1,2,3,1,,,,,1,,,,,,
,,,Arid,1,2,3,1,,,,,,,,,,,
,,,Arid,1,2,3,2,,,2,,,2,,,,,
,,,Arid,1,2,3,2,,,,,,,,,,,
,,,Arid,1,2,3,1,,,1,,,1,,,,,
,,,Arid,1,2,3,3,,,1,,1,,,1,,,
,,,Arid,1,2,3,1,,,1,,,1,,,,,
,,,Arid,1,2,3,1,,,,,,,,,,,
,,,Arid,1,2,3,1,,,,,,,,,,,
,,,Arid,1,2,3,2,,,,1,,,,,,,
,,,Arid,1,2,3,1,,,1,,,,,1,,,
,,,Arid,1,2,3,1,,,,,1,,,,,,
,,,Arid,1,2,3,1,,,,,,,,,,,
,,,Arid,1,2,3,1,,,1,,,,,1,,,
,,,Arid,1,2,3,1,,,1,,,,,1,,,
,,,Arid,1,2,3,1,,,1,,,1,,,,,
,,,Arid,1,2,3,2,,,2,,,2,,,,,
,,,Arid,1,2,3,5,,,,1,5,,,,,,
,,,Arid,1,2,3,3,,,3,1,3,,,,,,
,,,Arid,1,2,3,1,,,,,,,,,,,
,,,Arid,1,2,3,1,,,,,,,,,,,
,,,Arid,1,2,3,1,,,1,,,,,1,,,
,,,Arid,1,2,3,1,,,1,,,,,1,,,
,,,Arid,1,2,3,2,,,2,,,2,,,,,
,,,Arid,1,3,1,1,,,,,,,,,,,
,,,Arid,1,3,1,1,,,1,,,1,,,,,
,,,Arid,1,3,1,1,,,1,,,,,1,,,
,,,Arid,1,3,1,1,,,,,,,,,,,
,,,Arid,1,3,1,1,,,1,,,,,1,,,
,,,Arid,1,3,1,1,,,,,,,,,,,
,,,Arid,1,3,1,1,,,,,1,,,,,,
,,,Arid,1,3,1,2,,,2,,,,,2,,,
,,,Arid,1,3,1,2,,,2,,,,,2,,,
,,,Arid,1,3,1,2,,,2,,,,,2,,,
,,,Arid,1,3,1,1,,,1,,,,,,,,
,,,Arid,1,3,1,1,,,1,,,1,,,,,
,,,Arid,1,3,1,3,,,3,,,,,3,,,
,,,Arid,1,3,1,1,,,1,,,,,1,,,
,,,Arid,1,3,1,1,,,1,,,1,,,,,
,,,Arid,1,3,1,1,,,1,,,,,1,,,
,,,Arid,1,3,1,2,,,1,,,1,,1,,,
,,,Arid,1,3,2,1,,,1,,,1,,,,,
,,,Arid,1,3,2,1,,,1,,,1,,,,,
,,,Arid,1,3,2,3,,,1,3,1,,,,,,
,,,Arid,1,3,2,1,,,1,,,1,,,,,
,,,Arid,1,3,2,1,,,1,,,,,1,,,
,,,Arid,1,3,2,2,,,,1,,,,,,,
,,,Arid,1,3,2,1,,,,,,,,,,,
,,,Arid,1,3,2,1,,,1,,,1,,,,,
,,,Arid,1,3,2,1,,,1,,,1,,,,,
,,,Arid,1,3,2,1,,,1,,,1,,,,,
,,,Arid,1,3,2,3,,,3,,,,,3,,,
,,,Arid,1,3,2,2,,,2,1,,,,2,,,
,,,Arid,1,3,2,3,,,3,1,3,,,,,,
,,,Arid,1,3,3,1,,,1,,,,,1,,,
,,,Arid,1,3,3,2,,,2,,,2,,,,,
,,,Arid,1,3,3,2,,,2,,,,,2,,,
,,,Arid,1,3,3,1,,,1,,,,,1,,,
,,,Arid,1,3,3,1,,,1,,,1,,,,,
,,,Arid,1,3,3,1,,,1,,,1,,,,,
,,,Arid,1,3,3,1,,,1,,,1,,,,,
,,,Arid,1,3,3,3,,,3,1,,3,,,,,
,,,Arid,1,3,3,1,,,1,,,,,1,,,
,,,Arid,2,2,1,2,,,2,,,2,,,,,
,,,Arid,2,2,1,1,,,1,,,,,1,,,
,,,Arid,2,2,1,3,,,3,,,3,,,,,
,,,Arid,2,2,1,1,,,1,,,,,1,,,
,,,Arid,2,2,1,2,,,2,1,,,,2,,,
,,,Arid,2,2,1,3,,,3,,,,,3,,,
,,,Arid,2,2,1,1,,,1,,,1,,,,,
,,,Arid,2,2,1,3,,,3,1,,,,3,,,
,,,Arid,2,2,1,2,,,2,,,,,2,,,
,,,Arid,2,2,1,3,,,3,1,,,,3,,,
,,,Arid,2,2,1,2,,,2,,,,,2,,,
,,,Arid,2,2,1,2,,,2,1,,,,2,,,
,,,Arid,2,2,1,3,,,3,1,,,,3,,,
,,,Arid,2,2,1,1,,,1,,,1,,,,,
,,,Arid,2,2,1,1,,,1,,,,,1,,,
,,,Arid,2,2,1,2,,,2,,,2,,,,,
,,,Arid,2,2,1,3,,,3,1,,3,,,,,
,,,Arid,2,2,1,2,,,2,1,,,,2,,,
,,,Arid,2,2,2,2,,,2,,,2,,,,,
,,,Arid,2,2,2,2,,,2,,,,,2,,,
,,,Arid,2,2,2,1,,,1,,,,,1,,,
,,,Arid,2,2,2,1,,,1,,,1,,,,,
,,,Arid,2,2,2,3,,,3,,,,,3,,,
,,,Arid,2,2,2,2,,,2,,,,,2,,,
,,,Arid,2,2,2,1,,,1,,,,,1,,,
,,,Arid,2,2,3,1,,,1,,,,,1,,,
,,,Arid,2,2,3,2,,,2,,,,,2,,,
,,,Arid,2,2,3,2,,,2,1,,,,2,,,
,,,Arid,2,2,3,1,,,1,,,,,,,,
,,,Arid,2,2,3,1,,,1,,,,,1,,,
,,,Arid,2,2,3,1,,,1,,,,,1,,,
,,,Arid,2,3,1,1,,,1,,,1,,,,,
,,,Arid,2,3,1,1,,,1,,,1,,,,,
,,,Arid,2,3,1,1,,,1,,,1,,,,,
,,,Arid,2,3,1,1,,,1,,,1,,,,,
,,,Arid,2,3,1,1,,,1,,,1,,,,,
,,,Arid,2,3,2,1,,,1,,,1,,,,,
,,,Arid,2,3,2,1,,,1,,,,,1,,,
,,,Arid,2,3,2,1,,,1,,,,,1,,,
,,,Arid,2,3,2,1,,,1,,,,,1,,,
,,,Arid,2,3,3,7,,,7,1,,7,,,,,
,,,Arid,2,3,3,2,,,,1,,,,,,,
,,,Arid,2,3,3,2,,,1,1,,1,,,,,
,,,Arid,2,3,3,4,,,4,1,,4,,,,,
,,,Arid,2,3,3,2,,,2,,,1,,1,,,
,,,Arid,2,3,3,1,,,,,,,,,,,
,,,Arid,2,3,3,4,,,,,4,,,,,,
,,,Arid,2,3,3,1,,,1,,,,,1,,,
,,,Arid,2,3,3,1,,,,,1,,,,,,
,,,Arid,2,3,3,2,,,,,2,,,,,,
,,,Arid,2,3,3,4,,,3,,,2,,1,,,
,,,Arid,2,3,3,3,,,,,3,,,,,,
,,,Arid,2,3,3,2,,,2,,,1,,1,,,
,,,Arid,2,3,3,1,,,1,,,1,,,,,
,,,Arid,2,3,3,4,,,,1,,,,,,,
,,,Arid,2,3,3,1,,,1,,,1,,,,,
,,,Arid,2,3,3,1,,,1,,,,,1,,,
,,,Arid,2,3,3,1,,,1,,,1,,,,,
,,,Arid,2,3,3,1,,,,,1,,,,,,
,,,Arid,2,3,3,1,,,1,,,1,,,,,
,,,Arid,2,3,3,1,,,1,,,,,1,,,
